filename,artist,title,style,genre,date
16953.jpg,bd446875b3c28eb26e3e799bca7124e6,"A River Landscape with Reeds, Arthog ",,landscape,1893
14022.jpg,bf1d0c9118c5c4d6973bfeb5d7657d83,In the woods,Impressionism,genre painting,1893
13770.jpg,6ab5c8383afdc3126bc35ed5a5795670,"Old house, Trinity Lane, Sydney ",Impressionism,genre painting,1893
17026.jpg,234c8d1df0b49b512791078cf00cf352,A Village Street in Winter,Impressionism,cityscape,1893
14833.jpg,d105584f25708b3f695175a6b3871fe1,The Muses,Post-Impressionism,genre painting,1893
1338.jpg,387b5bc26967586d61d0e2343c1608f3,Seated Woman Dressed in Black,Post-Impressionism,genre painting,1893
15386.jpg,d8a3c897c506be7de91d8f892f14f934,Lettre d'un Greviste ,Realism,illustration,1893
11933.jpg,baa3e6fec49e7eba24e23a8685c22955,My mother,Art Nouveau (Modern),portrait,1893
100409.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Lo e Fuller in ,Post-Impressionism,sketch and study,1893
10235.jpg,b5ed934db592c7dbcb69942e74bd245d,Gypsies ,Academicism,genre painting,1893
1128.jpg,39c465a1d078121873a31807ce9dc2ed,Electrolier ,Art Nouveau (Modern),design,1893
16054.jpg,b60aa1ea22ccf54d9fe50f892e9f28ab,Woman at her toilette wearing a purple corset,Pointillism,genre painting,1893
10509.jpg,f7b0b8b497d3e489bd836159807ba906,"Early Moonrise, Florida",Tonalism,,1893
16416.jpg,97495fb4212d9449d61c6d9fc3e6cc04,Imatra in Winter,Romanticism,landscape,1893
11328.jpg,349493c7240669fdf037e3d2c2fcd9a9,In the Slaughter House,Impressionism,genre painting,1893
101992.jpg,30923d83c0be8517133060583c9ae60b,Chestnut Gatherers,Cloisonnism,genre painting,1893
19281.jpg,9090afd20e389e70297c717bb5c8d906,Le Triomphe de l'Art ,Academicism,quadratura,1894
102518.jpg,9a85697fd693e11f87846ebc70c00227,Portrait of Marie Breunig,Realism,portrait,1894
101455.jpg,baa3e6fec49e7eba24e23a8685c22955,Cosy Corner,Art Nouveau (Modern),interior,1894
15562.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Rouen Cathedral, evening, harmony in brown",Impressionism,cityscape,1894
100388.jpg,3cc9a44380296d93e68b71a27643c25f,Still Life with Apples,Post-Impressionism,still life,1894
17042.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Advertisement for Children's Books,Art Nouveau (Modern),design,1894
10110.jpg,2cd87bc71a43270dc7ce0917f6f6d980,The Eyes of Herod,Art Nouveau (Modern),illustration,1894
103135.jpg,a6027a4ba71b61a55ea598379c9d508c,Racehorses in a Landscape,Impressionism,genre painting,1894
18128.jpg,49bb8d79587c2172c6cd04dd705fd891,Along the Seine,Impressionism,genre painting,1894
13620.jpg,db1318d32df7428076e03513ebf762bb,Cup of cognition (The Children's Cup),Symbolism,symbolic painting,1894
100619.jpg,74955a2cdebcf3113d41c945894e0207,The Two Sisters ,Pointillism,portrait,1894
13546.jpg,cd56f7f46b19cff44fb6700a3808ab9c,The Art of Drawing,Art Nouveau (Modern),genre painting,1894
17453.jpg,3cc9a44380296d93e68b71a27643c25f,House and Trees,Cubism,landscape,1894
102075.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Mor Mor Det Gjoer Saa Vondt Aa Loepe,Art Nouveau (Modern),illustration,1894
16148.jpg,3cc9a44380296d93e68b71a27643c25f,Dish of Peaches,Post-Impressionism,still life,1894
102486.jpg,91373404ff71f68865c7cd9c51bc62ef,Autoretrato ,Realism,self-portrait,1894
14199.jpg,b1060c5ec0ca23662c00c6a7aebfba59,Melancholia,Symbolism,symbolic painting,1894
14462.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman Combing Her Hair ,Impressionism,genre painting,1894
14044.jpg,c56bcab4b317984013ebef5d3c4b5906,Niagara Gorge,Impressionism,landscape,1894
13910.jpg,ccb8b07e7e3d837b2cd08d3edaf009cd,Indians Hunting Buffalo ,Romanticism,genre painting,1894
100515.jpg,aceaa52f487dd19129857232b2eeb3d5,Roses,Realism,flower painting,1894
17932.jpg,f1bf4844729d425f9ae894a7cfae5650,Spinning by Firelight,Realism,genre painting,1894
100739.jpg,5aabfc58470d01bb2362795a44a2603b,Young Christian Girl,Cloisonnism,portrait,1894
13116.jpg,5aabfc58470d01bb2362795a44a2603b,Flowers in a fruit bowl,Post-Impressionism,still life,1894
18208.jpg,6f80666437feea42f295cdc0f1eb4df9,River near Abbeville,Impressionism,landscape,1894
12979.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Confetti,Art Nouveau (Modern),poster,1894
11147.jpg,6f80666437feea42f295cdc0f1eb4df9,Entrance to the Port of Trouville,Impressionism,marina,1894
18741.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Merlin and Nimue,Art Nouveau (Modern),illustration,1894
11095.jpg,30134467c49a3350f74b4311506f8386,Woman Washing Her Feet,Post-Impressionism,genre painting,1894
17926.jpg,24ed88087b0ffeb763e89a197a5cde0d,On the Cliff at Portrieux,Impressionism,genre painting,1894
102640.jpg,8a1a67964c0cbea29fc9801b5c42c553,Old lime,Realism,landscape,1894
101705.jpg,512fb34e01bd21a92e7ec1380577c985,Calm summer evening,Realism,landscape,1894
19251.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Flower Seller,Art Nouveau (Modern),portrait,1894
102122.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Winter ,Impressionism,landscape,1894
18876.jpg,d09f796f2b0aa11dffc88badd9806119,The Niagara waterfall,Romanticism,landscape,1894
19565.jpg,739ad39c672e781a5cee3c07ecb9f646,Miss Ethel Philip Reading,Tonalism,genre painting,1894
102602.jpg,6f80666437feea42f295cdc0f1eb4df9,"Trouville, Sardine Boats Getting Underway",Impressionism,marina,1894
102742.jpg,d105584f25708b3f695175a6b3871fe1,Virginal Spring (Flowering Apple Trees),Symbolism,symbolic painting,1894
103228.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Spirit Of Spring,Art Nouveau (Modern),allegorical painting,1894
12996.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Murmansk coast ,Impressionism,landscape,1894
19018.jpg,a93f22f1b76812faea32cc0e9c4faa36,Constantinople ,Romanticism,cityscape,1894
19672.jpg,d8a3c897c506be7de91d8f892f14f934,Femme de Chagrin  ,Art Nouveau (Modern),illustration,1894
10402.jpg,d8a3c897c506be7de91d8f892f14f934,Petit Voyage ,Art Nouveau (Modern),illustration,1894
13776.jpg,6b3fe5a6be8aaf412dc298917ad1deaa,Anxiety,Expressionism,genre painting,1894
15739.jpg,6f80666437feea42f295cdc0f1eb4df9,The Lock at Trouville,Impressionism,marina,1894
19405.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Cassive (Jeanne Hading),Post-Impressionism,sketch and study,1894
10856.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Ambassadors (In Concert Cafe),Art Nouveau (Modern),genre painting,1894
12855.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Two Half Naked Women Seen from Behind in the Rue des Moulins Brothel,Post-Impressionism,sketch and study,1894
17952.jpg,453ddca2bf25d4cd2c01a88f9ab2c376,Catania. Sicily.,Realism,marina,1894
16083.jpg,aceaa52f487dd19129857232b2eeb3d5,Plums and Peaches,Realism,still life,1894
100719.jpg,d8a3c897c506be7de91d8f892f14f934,Retour en Arriere  ,Realism,illustration,1894
102124.jpg,590d86025e0458fa979934ccc6e75ab6,Flowers,Impressionism,flower painting,1894
13247.jpg,30923d83c0be8517133060583c9ae60b,Pines on the shore,Cloisonnism,landscape,1894
17635.jpg,39c465a1d078121873a31807ce9dc2ed,Vase. Rosewater sprinkler ,Art Nouveau (Modern),design,1894
1210.jpg,6ab54df42e5b1667d3038e0e5a06b602,Kızkulesi (Maiden's Tower),Impressionism,marina,1894
100801.jpg,63e73f693e541f53d98ed6c93d03ef40,Portrait of Georges de Bellio (1828-94)  ,Impressionism,portrait,1894
12077.jpg,54d6336d904c5f5f0c5f45e009bb7a16,Sophie,Post-Impressionism,portrait,1894
16317.jpg,453ddca2bf25d4cd2c01a88f9ab2c376,Primavera,Art Nouveau (Modern),portrait,1894
10247.jpg,9d16e5d57533dfcb6d9496fcbd51d81d,My Grandmother,Art Nouveau (Modern),portrait,1894
12957.jpg,6b3fe5a6be8aaf412dc298917ad1deaa,Girl and Death,Expressionism,,1894
19933.jpg,dca7bd2f798a730c68be642a6f91dfaa,A Small House in Moscow,Naïve Art (Primitivism),cityscape,1894
13947.jpg,608e86021cb827b9056f11e0a01073c7,Cheerful Peasant Woman,Realism,portrait,1894
17354.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Abandonment (The pair),Post-Impressionism,genre painting,1895
15569.jpg,46200eee40e22039aef7a5944bb445c9,Happy editing. Illustration with self-portrait.,Art Nouveau (Modern),illustration,1895
10836.jpg,2196c96d3612334fa07aa43daa6ef322,Portrait of a Woman ,Naïve Art (Primitivism),portrait,1895
100641.jpg,db1318d32df7428076e03513ebf762bb,Lady of the Flowers,Symbolism,portrait,1895
16630.jpg,79f6b47483600c140c91e901f746a368,The Snack,Realism,portrait,1895
19213.jpg,387b5bc26967586d61d0e2343c1608f3,The Chestnuts,Cloisonnism,cityscape,1895
14741.jpg,13bfbf505674b6050a7e1d1b7687d228,Homer: Epic Poetry,Symbolism,history painting,1895
14300.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Paysage of Norway, the Blue Houses",Impressionism,landscape,1895
13859.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Kimono,Japonism,genre painting,1895
18377.jpg,db1318d32df7428076e03513ebf762bb,Woman with veil,Symbolism,portrait,1895
18663.jpg,88c7fbeac9e9ae6930e3aaef8055b731,Flower Arranging and Tea Ceremony,Ukiyo-e,bijinga,1895
12664.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Shinnecock Hills,Impressionism,landscape,1895
11257.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Red Sash,Impressionism,portrait,1895
12547.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"Shinnecock Hills, Long Island",Impressionism,landscape,1895
15588.jpg,481c5c92d55717167e01821144a54635,Laundring Women. Eragny sur Eptes,Impressionism,genre painting,1895
102755.jpg,b64b426fa2b080ad94a2e1c7f423413c,Shooting cossack,Realism,sketch and study,1895
11247.jpg,50591a7061fb340d875723f38e00cc3b,Havana,Impressionism,cityscape,1895
100429.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Gloucester harbour Sun,Impressionism,cityscape,1895
12983.jpg,c6a2545723847ff0987e5efd82912ffa,By the Mediterranean,Pointillism,genre painting,1895
18723.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The clownesse Cha u Kao at the Moulin Rouge,Post-Impressionism,genre painting,1895
102465.jpg,db1318d32df7428076e03513ebf762bb,Closed Eyes,Symbolism,portrait,1895
13372.jpg,e22b8239a9abc7940231ea66b969c6b9,Wait. Let them come nearer,Realism,history painting,1895
102317.jpg,49bb8d79587c2172c6cd04dd705fd891,Circus Band,Post-Impressionism,genre painting,1895
13441.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,The Bistro,Post-Impressionism,genre painting,1895
102090.jpg,dd4989789d310581024ae2b9203d5439,Two Girls in the Garden at Montmartre,Impressionism,genre painting,1895
12593.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Miss May Belfort welcoming,Art Nouveau (Modern),sketch and study,1895
17546.jpg,03eb72f3b50cabc136056918808ba5cb,"A White Boat at the Shoreline, Late Summer Evening",Impressionism,genre painting,1895
12927.jpg,a6027a4ba71b61a55ea598379c9d508c,Dancer with Bouquets,Impressionism,genre painting,1895
12975.jpg,9dab8b8158b158b64cd858ca79a7893d,At the River's Head ,Impressionism,portrait,1895
14173.jpg,9649a0013a798a8367d2c493e37468ec,"The Morteratsch Glacier, Upper Engadine Valley, Pontresina",Luminism,landscape,1895
103223.jpg,243f2396b12f19be7abd30ada72433d7,Figures in the Courtyard of a Mosque,Orientalism,cityscape,1895
11584.jpg,3edc6a404b8c67b7dad1405d52228c96,The Harvest,Divisionism,genre painting,1895
1272.jpg,c56bcab4b317984013ebef5d3c4b5906,Winter Scene,Impressionism,landscape,1895
11374.jpg,121fffad1eb6f7dff228b8a71b6aec72,Ivan Shishkin at a meeting of the Academy of Fine Arts,Realism,sketch and study,1895
10056.jpg,3cc9a44380296d93e68b71a27643c25f,Ginger Jar ,Post-Impressionism,still life,1895
19196.jpg,c56bcab4b317984013ebef5d3c4b5906,"Waterfall, Yellowstone",Impressionism,landscape,1895
17331.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Clown Cha U Kao,Post-Impressionism,portrait,1895
102069.jpg,512fb34e01bd21a92e7ec1380577c985,Trail,Realism,landscape,1895
15375.jpg,43ca4d3d90730bed8a652aaa68eb9e10,Gardens of the Generalife,Post-Impressionism,landscape,1895
18690.jpg,33fbba0a786451ed0ed45b0467349cfe,Mysterious,Impressionism,landscape,1895
100599.jpg,512fb34e01bd21a92e7ec1380577c985,Springtime. The Last Snow.,Realism,landscape,1895
18901.jpg,b4b56facde8bfb3f6a3f17a81420172d,Summer Day,Realism,landscape,1895
100413.jpg,baa3e6fec49e7eba24e23a8685c22955,The Verandah,Art Nouveau (Modern),landscape,1895
10919.jpg,c56bcab4b317984013ebef5d3c4b5906,Sailing in the Mist,Impressionism,marina,1895
17924.jpg,2b304d8eacc1f21d0ad66b2f2f5520b0,"Ilya of Murom. Illustration for the book ""Russian epic heroes""",Romanticism,illustration,1895
13940.jpg,baa3e6fec49e7eba24e23a8685c22955,When the Children have Gone to Bed,Art Nouveau (Modern),genre painting,1895
102826.jpg,2b304d8eacc1f21d0ad66b2f2f5520b0,"Vasily Buslaev. Illustration for the book ""Russian epic heroes""",Romanticism,illustration,1895
15445.jpg,baa3e6fec49e7eba24e23a8685c22955,The Studio,Art Nouveau (Modern),interior,1895
14512.jpg,c56bcab4b317984013ebef5d3c4b5906,Artist's Home Seen from the Back,Impressionism,landscape,1895
10986.jpg,2b304d8eacc1f21d0ad66b2f2f5520b0,"Sadko, a wealthy guest of Novgorod. Illustration for the book ""Russian epic heroes""",Romanticism,illustration,1895
19283.jpg,20997d2fc9ef66fccb7225846c1e1ae4,Woman in an Interior,Realism,portrait,1895
14684.jpg,51b72626792ce4fabab05000bac62e7d,The Truth at the bottom of a Well,Romanticism,allegorical painting,1895
12.jpg,ede1514454e88b491065d3d9ec6e7197,Daryal pass. Moonlight Night,Impressionism,landscape,1895
13392.jpg,ede1514454e88b491065d3d9ec6e7197,Elbrus. Moonlit Night,Impressionism,landscape,1895
19144.jpg,8a1a67964c0cbea29fc9801b5c42c553,Pine forest ,Realism,landscape,1895
102865.jpg,ccb8b07e7e3d837b2cd08d3edaf009cd,On the Warpath ,Romanticism,genre painting,1895
19021.jpg,512fb34e01bd21a92e7ec1380577c985,Village,Realism,landscape,1895
1781.jpg,ede1514454e88b491065d3d9ec6e7197,Winter. Thaw,Impressionism,landscape,1895
1282.jpg,512fb34e01bd21a92e7ec1380577c985,At the field. Twilight.,Realism,sketch and study,1895
12400.jpg,03f28fbdb3d6543f4b0d9307d0b7da00,View of Dunajec,Impressionism,landscape,1895
1471.jpg,2196c96d3612334fa07aa43daa6ef322,The Bievre at Gentilly,Naïve Art (Primitivism),landscape,1895
13982.jpg,121fffad1eb6f7dff228b8a71b6aec72,Portrait of L.P. Steinheil,Realism,portrait,1895
16506.jpg,b5ed934db592c7dbcb69942e74bd245d,Jatayu Vadham ,Academicism,mythological painting,1895
1320.jpg,d609370f329ec29de9799b3125a64433,Boy Carrying a Sheaf,Impressionism,genre painting,1895
101720.jpg,59de3736472ee967b4997432abd29ef2,"Crozant, les Monts Sedelle, matin",Impressionism,landscape,1895
1289.jpg,6b3fe5a6be8aaf412dc298917ad1deaa,Vampire,Expressionism,mythological painting,1895
10941.jpg,d609370f329ec29de9799b3125a64433,Peasant coffin,Realism,genre painting,1895
102268.jpg,30134467c49a3350f74b4311506f8386,Carriage Horse,Post-Impressionism,genre painting,1895
1440.jpg,590d86025e0458fa979934ccc6e75ab6,Boy with a Dog,Impressionism,genre painting,1895
1331.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The original cover for Print,Post-Impressionism,sketch and study,1895
14682.jpg,6b3fe5a6be8aaf412dc298917ad1deaa,Jealousy,Expressionism,history painting,1895
14441.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,"Woman Lying on Her Back, Both Arms Raised",Art Nouveau (Modern),sketch and study,1895
16410.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Two Friends,Post-Impressionism,genre painting,1895
101541.jpg,d8a3c897c506be7de91d8f892f14f934,En Attendant,Realism,genre painting,1895
16452.jpg,dcf0ea86a8a6510caf9a8816a0532312,Phoebus Apollo,Academicism,mythological painting,1895
18426.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Otto von Bismarck,Art Nouveau (Modern),portrait,1895
10583.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,French writer Honoré de Balzac,Art Nouveau (Modern),portrait,1895
11977.jpg,9ee8bdc8cacd9654c2f565c618af10ab,Portrait of writer Juliane Déry,Symbolism,portrait,1895
101012.jpg,39c465a1d078121873a31807ce9dc2ed,Window ,Art Nouveau (Modern),design,1895
102948.jpg,d8a3c897c506be7de91d8f892f14f934,La Rue Caulaincourt  ,Realism,illustration,1896
101893.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Ruhendes Modell,Post-Impressionism,genre painting,1896
13937.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Maxime Dethomas At the Ball of the Opera,Post-Impressionism,portrait,1896
101500.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Lysistrata Shielding Her Coynte,Art Nouveau (Modern),illustration,1896
11847.jpg,46200eee40e22039aef7a5944bb445c9,Landscape with Tree,Art Nouveau (Modern),landscape,1896
14990.jpg,46200eee40e22039aef7a5944bb445c9,Square vignette,Art Nouveau (Modern),design,1896
15631.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Zodiac,Art Nouveau (Modern),allegorical painting,1896
19866.jpg,342d7068656b00878b23e1031a3ddf50,Coronation of the Emperor Nicholas II in The Uspensky Cathedral,Realism,history painting,1896
101570.jpg,49bb8d79587c2172c6cd04dd705fd891,Revere Beach,Impressionism,landscape,1896
12835.jpg,49bb8d79587c2172c6cd04dd705fd891,Revere Beach,Impressionism,genre painting,1896
14528.jpg,2196c96d3612334fa07aa43daa6ef322,The Tiger Hunt,Orientalism,genre painting,1896
14375.jpg,2196c96d3612334fa07aa43daa6ef322,Suburban Scene,Naïve Art (Primitivism),cityscape,1896
102988.jpg,b6796f9016a2f72aa60dac68358cc204,War,Symbolism,allegorical painting,1896
19117.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Biscuits Lefevre Utile,Art Nouveau (Modern),advertisement,1896
11150.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Spring,Art Nouveau (Modern),allegorical painting,1896
15149.jpg,481c5c92d55717167e01821144a54635,"The Pont Boieldieu, Rouen, Sunset",Impressionism,cityscape,1896
1485.jpg,481c5c92d55717167e01821144a54635,"The Saint Sever Bridge at Rouen, Fog",Impressionism,cityscape,1896
16720.jpg,5f766392b0bb21a9a771c4675efccd5f,The Baptism of Russia ,Romanticism,history painting,1896
15672.jpg,4415dad1b56081b834a4542e511ae030,My Son ,Post-Impressionism,sketch and study,1896
19136.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Count Valmont,Art Nouveau (Modern),portrait,1896
101018.jpg,dd4989789d310581024ae2b9203d5439,Rest,Impressionism,nude painting (nu),1896
19171.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Portrait of French poet Pierre Quillard ,Art Nouveau (Modern),portrait,1896
12994.jpg,5aabfc58470d01bb2362795a44a2603b,"Portrait of a Young Woman, Vaite (Jeanne) Goupil ",Cloisonnism,portrait,1896
101801.jpg,dd4989789d310581024ae2b9203d5439,The Port of Rochelle,Impressionism,cityscape,1896
15704.jpg,300c247c7a4d15b038983f91b1f837e2,Dance of Death,Art Nouveau (Modern),genre painting,1896
101748.jpg,2b304d8eacc1f21d0ad66b2f2f5520b0,Family of merchant in XVII century,Romanticism,portrait,1896
16800.jpg,1950e9aa6ad878bc2a330880f77ae5a1,Quarries,Realism,landscape,1896
14456.jpg,8ddea81c0d67aeb2b410302f77ad9dbb,Portrait de Henri Rochefort ,Symbolism,portrait,1896
102572.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The journal white (poster),Art Nouveau (Modern),poster,1896
100106.jpg,a6027a4ba71b61a55ea598379c9d508c,Pink Dancer,Impressionism,genre painting,1896
12743.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Portrait of Mrs. H. O. Hevemeyer,Impressionism,portrait,1896
18364.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Chocolat dancing in the Irish and American Bar,Art Nouveau (Modern),genre painting,1896
14436.jpg,8a1a67964c0cbea29fc9801b5c42c553,Landscape,Realism,landscape,1896
101180.jpg,bc0ddf03c667c5edb17982be481ef360,"The Port of Palais, Belle Ile",Impressionism,landscape,1896
12722.jpg,88c7fbeac9e9ae6930e3aaef8055b731,Excited dogs — Inu no kurui,Ukiyo-e,bijinga,1896
102522.jpg,bc0ddf03c667c5edb17982be481ef360,Brittany (also known as Boat),Impressionism,landscape,1896
13377.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,They Woman Looking into a Hand Held Mirror,Art Nouveau (Modern),sketch and study,1896
1313.jpg,64dc74c67bf5714e79c564b4ea7f4497,Portrait of the Artist's Wife,Art Nouveau (Modern),portrait,1896
103015.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Portrait of Belgian poet Émile Verhaeren ,Art Nouveau (Modern),portrait,1896
18754.jpg,4b0465826ffd6db797ea6f3a5898df79,Overcast Weather at Nesles la Vallee,Post-Impressionism,landscape,1896
102416.jpg,db1318d32df7428076e03513ebf762bb,The Old Woman: What are you afraid of? A wide black hole! Perhaps it is a void? (plate 19),Symbolism,symbolic painting,1896
13220.jpg,db1318d32df7428076e03513ebf762bb,Death: It is I who makes you serious; let us embrace each other (plate 20),Symbolism,symbolic painting,1896
101713.jpg,9fcf8e3adf7c0a193b3fe0e28cfeacc1,Archaeology,Post-Impressionism,genre painting,1896
11819.jpg,6b3fe5a6be8aaf412dc298917ad1deaa,The Voice / Summer night,Symbolism,genre painting,1896
16119.jpg,6b3fe5a6be8aaf412dc298917ad1deaa,Ashes II,Expressionism,genre painting,1896
11832.jpg,db1318d32df7428076e03513ebf762bb,I plunged into solitude. I dwelt in the tree behind me. (plate 9),Symbolism,symbolic painting,1896
100659.jpg,a7596931e17b9c71875fa5ea647de927,"Landscape with Cattle, Evening ",Romanticism,animal painting,1896
15702.jpg,5aabfc58470d01bb2362795a44a2603b,Scene from Tahitian Life,Post-Impressionism,mythological painting,1896
102921.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,In the Wings at the Folies Berg re,Art Nouveau (Modern),sketch and study,1896
1406.jpg,55e7b505ce4ce4798cae1c5a295317f1,Seascape with Venice in the Distance,Post-Impressionism,marina,1896
11075.jpg,453ddca2bf25d4cd2c01a88f9ab2c376,Hansel and Gretel,Symbolism,literary painting,1896
100304.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,British designer and writer William Morris,Art Nouveau (Modern),portrait,1896
19692.jpg,0682c5c8975d0d3514685b555b2f143d,"Interior of St Mark's, Venice",Impressionism,interior,1896
19948.jpg,5f766392b0bb21a9a771c4675efccd5f,Prince Andrey Bogolyubsky,Symbolism,portrait,1896
16495.jpg,ef1a45c83e1536f3c554b6656d9048d7,On the mountains,Symbolism,genre painting,1896
18326.jpg,ef1a45c83e1536f3c554b6656d9048d7,Saint Sergius' labours (central part of the triptych),Symbolism,religious painting,1896
102741.jpg,b5ed934db592c7dbcb69942e74bd245d,Painting of the Goddess Saraswati ,Academicism,mythological painting,1896
14208.jpg,c2c4a3969452c74d1f4fb9e9d3d5b366,Self-portrait,Post-Impressionism,self-portrait,1896
16273.jpg,cd56f7f46b19cff44fb6700a3808ab9c,La Belle Jardiniere – January,Art Nouveau (Modern),illustration,1896
14362.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,French art historian Louis Coujarod,Art Nouveau (Modern),caricature,1896
16545.jpg,e22b8239a9abc7940231ea66b969c6b9,Fire of Zamoskvorechye,Realism,history painting,1896
16997.jpg,234c8d1df0b49b512791078cf00cf352,"Barges on the Loing Canal, Spring",Impressionism,landscape,1896
1255.jpg,7c98b429a2bb61258b16b080a91eb07a,The Scottish Musical Review ,Art Nouveau (Modern),design,1896
100478.jpg,46200eee40e22039aef7a5944bb445c9,Cover design of the first publication of the Association of Austrian Artists Secession,Art Nouveau (Modern),design,1897
102442.jpg,9ee8bdc8cacd9654c2f565c618af10ab,S. K. H. Prince Regent Luitpold of Bavaria,Symbolism,portrait,1897
1309.jpg,5d6136636d3015e201f6096d67c89860,The St. Nicholas Church in Gastein,Romanticism,cityscape,1897
17060.jpg,3cc9a44380296d93e68b71a27643c25f,Mont Sainte-Victoire,Cubism,landscape,1897
100808.jpg,46200eee40e22039aef7a5944bb445c9,A decorative stain in red and green,Art Nouveau (Modern),design,1897
101619.jpg,51b72626792ce4fabab05000bac62e7d,Entry of the Christ in Jerusalem,Romanticism,religious painting,1897
10561.jpg,d09f796f2b0aa11dffc88badd9806119,Ox Cart Crossing a Flooded Plain,Romanticism,genre painting,1897
102083.jpg,88c7fbeac9e9ae6930e3aaef8055b731,Chiyoda Castle (Album of Men),Ukiyo-e,battle painting,1897
102472.jpg,8aebe44d4fbb5ca859ddfe6260403e4a,Beer of the Meuse,Art Nouveau (Modern),advertisement,1897
101124.jpg,3edc6a404b8c67b7dad1405d52228c96,The Bay of Colliure near the Port,Divisionism,cityscape,1897
16609.jpg,501cd43fed2cebe0f11c7e8df94f49bb,Visit of the Unhealthy Teacher,Realism,genre painting,1897
17954.jpg,ccb8b07e7e3d837b2cd08d3edaf009cd,Lewis and Clark Meeting the Mandan Indians ,Romanticism,genre painting,1897
10846.jpg,234c8d1df0b49b512791078cf00cf352,"Cliffs at Penarth, Evening, Low Tide",Impressionism,landscape,1897
17234.jpg,50591a7061fb340d875723f38e00cc3b,Posilippo,Impressionism,landscape,1897
11706.jpg,dd4989789d310581024ae2b9203d5439,The Spanish Guitarist,Impressionism,portrait,1897
16136.jpg,50591a7061fb340d875723f38e00cc3b,The Children,Impressionism,genre painting,1897
1024.jpg,49bb8d79587c2172c6cd04dd705fd891,Handkerchief Point (Coastal Scene),Impressionism,genre painting,1897
18155.jpg,50591a7061fb340d875723f38e00cc3b,"Pont-Aven, Noon Day",Impressionism,genre painting,1897
101362.jpg,f1bf4844729d425f9ae894a7cfae5650,Lion Drinking ,Realism,animal painting,1897
15834.jpg,d8a3c897c506be7de91d8f892f14f934,Association de Malfaiteurs,Realism,illustration,1897
14823.jpg,8ddea81c0d67aeb2b410302f77ad9dbb,Portrait of a Woman (possibly Madame Keyser) ,Symbolism,portrait,1897
103004.jpg,479807bac5f3f944e7209e5d99e0dc48,July Afternoon,Impressionism,landscape,1897
18712.jpg,d8a3c897c506be7de91d8f892f14f934,La Terme Franco-Russe,Art Nouveau (Modern),illustration,1897
18330.jpg,49bb8d79587c2172c6cd04dd705fd891,Sketch Figures on Beach (also known as Early Beach),Impressionism,genre painting,1897
100698.jpg,b64b426fa2b080ad94a2e1c7f423413c,Snowy mountains,Realism,landscape,1897
100508.jpg,234c8d1df0b49b512791078cf00cf352,"On the Cliffs, Langland Bay, Wales",Impressionism,landscape,1897
